paper_id,filename,title,authors,booktitle
44634,http:///foxnet.cs.cmu.edu/papers/rwh-popl95.ps,Compiling polymorphism using intensional type analysis.,Robert Harper and Greg Morrisett.,"In 22nd Symposium on Principles of Programming Languages,"
44634,http:///www.cs.cmu.edu/afs/cs/user/rwh/public/www/papers/intensional/popl95.ps,Compiling polymorphism using intensional type analysis.,Robert Harper and Greg Morrisett.,"In 22nd Symposium on Principles of Programming Languages,"
44634,http:///www.cs.cmu.edu/afs/cs/user/rwh/public/www/papers/intensional/tr.ps,Compiling polymorphism using intensional type analysis.,Robert Harper and Greg Morrisett.,"In 22nd Symposium on Principles of Programming Languages,"
44634,http:///www.cs.cornell.edu/Info/People/jgm/papers/ip-popl.ps,Compiling polymorphism using intensional type analysis.,Robert Harper and Greg Morrisett.,"In 22nd Symposium on Principles of Programming Languages,"
44634,http:///www.cs.cornell.edu/home/jgm/papers/ip-popl.ps,Compiling polymorphism using intensional type analysis.,Robert Harper and Greg Morrisett.,"In 22nd Symposium on Principles of Programming Languages,"
44634,http:///www.ri.cmu.edu/afs/cs/user/rwh/public/www/papers/intensional/popl95.ps,Compiling polymorphism using intensional type analysis.,Robert Harper and Greg Morrisett.,"In 22nd Symposium on Principles of Programming Languages,"
44634,http:///www.ri.cmu.edu/afs/cs/user/rwh/public/www/papers/intensional/tr.ps,Compiling polymorphism using intensional type analysis.,Robert Harper and Greg Morrisett.,"In 22nd Symposium on Principles of Programming Languages,"
44634,http:///www2.cs.cornell.edu/faculty/home/jgm/papers/ip-popl.ps,Compiling polymorphism using intensional type analysis.,Robert Harper and Greg Morrisett.,"In 22nd Symposium on Principles of Programming Languages,"
44635,http:///c.gp.cs.cmu.edu:5103/afs/cs.cmu.edu/Web/People/rwh/papers/ttisml/ttisml.ps,A type-theoretic account of Standard ML 1996 (ver-sion 2).,Robert Harper and Chris Stone.,
44635,http:///c.gp.cs.cmu.edu:5103/afs/cs.cmu.edu/project/fox/mosaic/people/cstone/papers/interpret.ps,A type-theoretic account of Standard ML 1996 (ver-sion 2).,Robert Harper and Chris Stone.,
44640,http://ftp://ftp.cs.jhu.edu/pub/scott/vtloe.ps.Z,A variable typed logic of effects.,"F. Honsell, I. A. Mason, S. F. Smith, and C. L. Talcott.",
44650,http:///www.cs.wisc.edu/~fischer/ftp/pub/tech-reports/ncstrl.uwmadison/CS-TR-90-912/CS-TR-90-912.ps.Z,Abstract execution: A technique for efficiently tracing programs.,James Larus.,
44665,http:///www.cs.uni-bonn.de/~ralf/IFPL/comp-by-trans.ps.gz,Compiling haskell by program transformation : a report from the trenches.,Jones (Simon L. Peyton).,In : Proceedings of the European Symposium on Programming.
44673,http://ftp://ftp.cs.indiana.edu/pub/scheme-repository/doc/pubs/ricetr180.ps.gz,Reasoning about programs in continuation-passing style.,Amr Sabry and Matthias Felleisen.,"In Proceedings of the 1992 ACM Conference on LISP and Functional Programming,"
44673,http:///www.cs.rice.edu/CS/PLT/Publications/lasc93-sf.ps.gz,Reasoning about programs in continuation-passing style.,Amr Sabry and Matthias Felleisen.,"In Proceedings of the 1992 ACM Conference on LISP and Functional Programming,"
44673,http:///www.cs.rice.edu/CS/PLT/Publications/lfp92-sf.ps.gz,Reasoning about programs in continuation-passing style.,Amr Sabry and Matthias Felleisen.,"In Proceedings of the 1992 ACM Conference on LISP and Functional Programming,"
44673,http:///www.cs.rice.edu/CS/PLT/Publications/tr92-180.ps.gz,Reasoning about programs in continuation-passing style.,Amr Sabry and Matthias Felleisen.,"In Proceedings of the 1992 ACM Conference on LISP and Functional Programming,"
44673,http:///www.cs.uoregon.edu/~sabry/papers/reasoning-lasc.ps,Reasoning about programs in continuation-passing style.,Amr Sabry and Matthias Felleisen.,"In Proceedings of the 1992 ACM Conference on LISP and Functional Programming,"
44673,http:///www.cs.uoregon.edu/~sabry/papers/reasoning-lfp.ps,Reasoning about programs in continuation-passing style.,Amr Sabry and Matthias Felleisen.,"In Proceedings of the 1992 ACM Conference on LISP and Functional Programming,"
44673,http:///www.cs.uoregon.edu/~sabry/papers/reasoning-tr.ps,Reasoning about programs in continuation-passing style.,Amr Sabry and Matthias Felleisen.,"In Proceedings of the 1992 ACM Conference on LISP and Functional Programming,"
44677,http://ftp://flint.cs.yale.edu/pub/flint/publications/zsh-thesis.ps.gz,Compiling Standard ML for Efficient Execution on Modern Machines.,"Shao, Z.",
44683,http://ftp://ftp.cs.umass.edu/pub/osl/papers/lfp94.ps.Z,Characterization of Object Behaviour in Standard ML of New Jersey.,Darko Stefanovic and J. Eliot B. Moss.,"In 1994 ACM Conference on Lisp and Functional Programming,"
44777,http://ftp://ftp.ics.hawaii.edu/pub/tr/ics-tr-93-17.ps.Z,An instrumented approach to improving software quality through formal technical review.,Philip M. Johnson.,"In Proceedings of the 16th International Conference on Software Engineering,"
44778,http://ftp://ftp.ics.hawaii.edu/pub/tr/ics-tr-92-07.ps.Z,Improving software quality through computer supported collaborative review.,Philip M. Johnson and Danu Tjahjono.,"In Proceedings of the Third Eu-ropean Conference on Computer Supported Cooperative Work,"
44779,http://ftp://ftp.ics.hawaii.edu/pub/tr/ics-tr-93-19.ps.Z,Experiences with CSRS: An instrumented software review environment.,"Philip M. Johnson, Danu Tjahjono, Dadong Wan, and Robert S. Brewer.","In Proceedings of the Pacific Northwest Software Quality Conference,"
44791,http:///www.cs.umn.edu/Users/dept/users/vmash/csi.ps,"Distributed, collaborative software inspection.","Vahid Mashayekhi, Janet M. Drake, Wei-Tek Tsai, and John Riedl.",
44792,http:///www.cs.umn.edu/Users/dept/users/vmash/cais.ps,CAIS: Collaborative asynchronous inspection of software.,"Vahid Mashayekhi, Chris Feuller, and John Riedl.","Proceedings of the Second ACM SIGSOFT Symposium on Foundations of Software Engineering,"
44808,http:///www.cs.umd.edu/~aporter/icse16.ps,Comparing detection methods for software requirements inspections: A replicated experiment.,"Adam A. Porter, Lawrence G. Votta, and Victor R. Basili.",
44811,http:///www.cs.clemson.edu/~steve/ProofSurvey.ps,"Software Engineering: A Practitioner\'s Approach, 4th ed.,","Roger S. Pressman,",
44824,http://ftp://ftp.cs.unc.edu/pub/users/chungg/MS-thesis.ps.Z,Beyond the chalkboard: Computer support for collaboration and problem solving in meetings.,"Mark Stefik, Gregg Foster, Daniel G. Bobrow, Kenneth Kahn, Stan Lanning, and Lucy Suchman.",
44854,http:///www.cs.cornell.edu/kozen/papers/lasc.ps,Logical aspects of set constraints.,Dexter Kozen.,"Proc. 1993 Conf. Computer Science Logic (CSL\'93), volume 832 of Lect. Notes in Comput. Sci.,"
44949,http://ftp://ftp.cs.umd.edu/pub/sel/papers/position-cod.ps.Z,"'OPT: An Approach to Organizational and Process Improvement',","C. Seaman, V. Basili,","AAAI 1994 Spring Symposium Series,"
44959,http:///networks.cs.ucdavis.edu/pub/Conferences/ICC95/multicasting.ps,"'WDM-Based Local Lightwave Networks Part I: Single Hop Systems,'","B. Mukherjee,",
44965,http:///www-diglib.stanford.edu/diglib/WP/PUBLIC/DOC93.ps,An adaptive web page recommendation service.,"Balabanovic, M.",In Proceedings of the First International Conference on Autonomous Agents (1997).
44971,http:///www.almaden.ibm.com/cs/quest/papers/vldb95_seq.ps,"Fast similarity search in the presence of noise, scaling, and translation in time-series databases.","Rakesh Agrawal, King-Ip Lin, Harpreet S. Sawhney, and Kyuseok Shim.","In Proceedings of the 21st VLDB Conference,"
44971,http:///www.cs.umd.edu/~kilin/vldb95.ps,"Fast similarity search in the presence of noise, scaling, and translation in time-series databases.","Rakesh Agrawal, King-Ip Lin, Harpreet S. Sawhney, and Kyuseok Shim.","In Proceedings of the 21st VLDB Conference,"
44976,http:///www.cs.brown.edu/people/pck/Papers/simquery.ps,Goldin and P.C. Kanellakis. On Similarity Queries for Time-Series Data: Constraint Specification and Implementation.,D.Q.,"Proc. 1st Int\'l Conf. on the Principles and Practice of Constraint Programming,"
44976,http:///www.cs.ucla.edu/~shpark/tempAndSeq/cp95.ps,Goldin and P.C. Kanellakis. On Similarity Queries for Time-Series Data: Constraint Specification and Implementation.,D.Q.,"Proc. 1st Int\'l Conf. on the Principles and Practice of Constraint Programming,"
44987,http://ftp://ftp.db.toronto.edu/pub/papers/sigmod97.ps,Similarity-based queries for time series data.,D. Rafiei and A. Mendelzon.,"SIGMOD Record (ACM Special Interest Group on Management of Data),"
45000,http:///www.isi.edu:80/people/johnh/PAPERS/Page91b.ps.gz,"Implementation of the Ficus Replicated File System,","Richard G. Guy, John S. Heidemann, Wai Mak, Thomas W. Page, Jr., Gerald J. Popek, and Dieter Rothmeier,","Proceedings of the Summer 1990 USENIX Conference,"
45005,http://ftp://ftp.pmg.lcs.mit.edu/pub/harp/lazy-rep.ps.gz,Providing high availability using lazy replication.,"Rivka Ladin, Barbara Liskov, and Sanjay Ghemawat.",
45016,http:///www.eecs.umich.edu/~aprakash/598notes/icdcs97.ps,Concurrency control and view notification algorithms for collaborative replicated objects.,"Robert Strom, Guruduth Banavar, Kevan Miller, Atul Prakash, and Michael Ward.","In Proceedings of the 17th ICDCS,"
45020,http:///www-wavelet.eecs.berkeley.edu/~grchang/icip97b.ps.gz,"'Image denoising via lossy compression and wavelet thresholding,'","S. G. Chang, B. Yu, and M. Vetterli,","in Proceedings of the International Conference on Image Processing,"
45020,http:///www-wavelet.eecs.berkeley.edu/~martin/Papers/lossy_comp.ps.gz,"'Image denoising via lossy compression and wavelet thresholding,'","S. G. Chang, B. Yu, and M. Vetterli,","in Proceedings of the International Conference on Image Processing,"
45036,http:///www.cs.columbia.edu/pdis_lab/papers/learning/ml95/m.ps.Z,A comparative evaluation of voting and meta-learning on partitioned data.,P. Chan and S. Stolfo.,"In Proc. Twelfth Intl. Conf. Machine Learning,"
45036,http:///www.cs.columbia.edu/~pkc/papers/ml95.ps,A comparative evaluation of voting and meta-learning on partitioned data.,P. Chan and S. Stolfo.,"In Proc. Twelfth Intl. Conf. Machine Learning,"
45036,http:///www.cs.columbia.edu/~sal/hpapers/ml95.ps,A comparative evaluation of voting and meta-learning on partitioned data.,P. Chan and S. Stolfo.,"In Proc. Twelfth Intl. Conf. Machine Learning,"
45036,http:///www.cs.columbia.edu:80/~sal/hpapers/ml95.ps,A comparative evaluation of voting and meta-learning on partitioned data.,P. Chan and S. Stolfo.,"In Proc. Twelfth Intl. Conf. Machine Learning,"
45049,http:///www-eksl.cs.umass.edu/papers/jensenkdd97.ps,"Adjusting for Multiple Testing in Decision Tree Pruning,",Jensen D.:,"Poster presentation at the Sixth International Workshop on Artificial Intelligence and Statistics,"
45049,http:///www.cs.umass.edu/~jensen/papers/kdd97.ps,"Adjusting for Multiple Testing in Decision Tree Pruning,",Jensen D.:,"Poster presentation at the Sixth International Workshop on Artificial Intelligence and Statistics,"
45052,http:///www.stat.washington.edu:80/tech.reports/tr302.ps,Bayesian model averaging.,"Madigan, D., Raftery, A., Volinsky, C., and Hoeting, J.","In Proceedings of the AAAI Workshop on Integrating Multiple Learned Models,"
45052,http:///www.stat.washington.edu:80/tech.reports/tr335.ps,Bayesian model averaging.,"Madigan, D., Raftery, A., Volinsky, C., and Hoeting, J.","In Proceedings of the AAAI Workshop on Integrating Multiple Learned Models,"
45060,http://ftp://ftp.cs.wisc.edu/machine-learning/shavlik-group/towell.mlj93.ps,"Extracting Refined Rules from Knowledge-Based Neural Networks,","Geoffrey G. Towell and Jude W. Shavlik,",
45061,http://ftp://ai.iit.nrc.ca/pub/iit-papers/NRC-38313.ps.Z,Bias and the quantification of stability.,P. Turney.,
45071,http://ftp://ftp.eecs.umich.edu/people/huffman/papers/aaai94.ps.Z,Learning from highly flexible tutorial instruction.,S. B. Huffman and J. E. Laird.,"In Proceedings of the 12th National Conference on Artificial Intelligence (AAAI-94),"
45071,http:///ai.eecs.umich.edu/people/huffman/papers/aaai94.ps.Z,Learning from highly flexible tutorial instruction.,S. B. Huffman and J. E. Laird.,"In Proceedings of the 12th National Conference on Artificial Intelligence (AAAI-94),"
45149,http://ftp://ftp.fas.sfu.ca/pub/cs/han/kdd/survey97.ps,Data mining: An overview from a database perspective.,Ming-Syan Chen and Philip S. Yu.,
45149,http:///www.cis.ohio-state.edu/~rjmiller/Teaching/788dir/papers/chy96.ps,Data mining: An overview from a database perspective.,Ming-Syan Chen and Philip S. Yu.,
45149,http:///www.cs.umn.edu/classes/Spring1998/csci5703/datamining.ps,Data mining: An overview from a database perspective.,Ming-Syan Chen and Philip S. Yu.,
45149,http:///www.cs.uni-bonn.de/III/lehre/vorlesungen/DataMining/WS96/literatur/chen97:data.ps.gz,Data mining: An overview from a database perspective.,Ming-Syan Chen and Philip S. Yu.,
45150,http://ftp://ftp.fas.sfu.ca/pub/cs/han/kdd/kdood95.ps,"Meta-rule-guided mining of association rules in relational databases. In DOOD95 Workshop on the Integration of Knowlege Discovery with Deductive and Object Oriented Databases,",Y.J. Fu and J.W. Han.,
45152,http:///www.iscs.nus.edu.sg/~liub/publications/aaai96.int.ps,Post-analysis of learned rules.,B. Liu and W. Hsu.,"In Proceedings of AAAI,"
45158,http:///www.cs.helsinki.fi/research/fdk/datamining/pubs/crete95.ps.gz,Pruning and grouping discovered association rules.,"H. Toivonen, M. Klemettinen, P. Ronkainen, K. Hatonen, and H. Mannila.","In ECML-95 Workshop on Statistics, Machine Learning, and Knowledge Discovery in Databases,,"
45158,http:///www.cs.helsinki.fi/research/pmdm/datamining/pubs/crete95.ps.gz,Pruning and grouping discovered association rules.,"H. Toivonen, M. Klemettinen, P. Ronkainen, K. Hatonen, and H. Mannila.","In ECML-95 Workshop on Statistics, Machine Learning, and Knowledge Discovery in Databases,,"
45161,http://ftp://info.mcs.anl.gov/pub/tech_reports/reports/TM157.ps.Z,More. The MINPACK-2 test problem collection.,"Brett M. Averick, Richard G. Carter, and Jorge J.",
45161,http:///www.mcs.anl.gov/~more/tprobs/P153.ps.gz,More. The MINPACK-2 test problem collection.,"Brett M. Averick, Richard G. Carter, and Jorge J.",
45165,http://ftp://info.mcs.anl.gov/pub/tech_reports/reports/P519.ps.Z,"Fast computation of gradients and Ja-cobians by transparent exploitation of sparsity in automatic differentiation,","C. Bischof, P. Khademi, and A. Carle,",
45165,http://ftp://softlib.rice.edu/pub/CRPC-TRs/reports/CRPC-TR95583.ps.gz,"Fast computation of gradients and Ja-cobians by transparent exploitation of sparsity in automatic differentiation,","C. Bischof, P. Khademi, and A. Carle,",
45167,http://ftp://info.mcs.anl.gov/pub/tech_reports/reports/P235.ps.Z,"Issues in parallel automatic differentiation, in Automatic Differentiation of Algorithms,","C. H. Bischof,",
45174,http://ftp://info.mcs.anl.gov/pub/tech_reports/reports/P10.ps.Z,"Automatic Differentiation of Algorithms: Theory, Implementation, and Application,","A. Griewank and G. F. Corliss, eds.,",
45177,http://ftp://info.mcs.anl.gov/pub/tech_reports/reports/P491.ps.Z,Efficient derivative codes through automatic differentiation and interface contraction: An application in biostatistics.,"P. Hovland, C. Bischof, D. Spiegelman, and M. Casella.",
45177,http://ftp://softlib.rice.edu/pub/CRPC-TRs/reports/CRPC-TR95514-S.ps.gz,Efficient derivative codes through automatic differentiation and interface contraction: An application in biostatistics.,"P. Hovland, C. Bischof, D. Spiegelman, and M. Casella.",
45179,http://ftp://ftp.cs.utexas.edu/pub/techreports/tr95-42.ps.Z,"A constraint-based parallel programming language,","A. John and J. C. Browne,",
45179,http:///www.cs.utexas.edu/users/ajohn/current.ps,"A constraint-based parallel programming language,","A. John and J. C. Browne,",
45188,http:///www.research.att.com/~mkearns/papers/cv.ps.Z,"A bound on the error of Cross Validation using the approxima-tion and estimation rates, with consequences for the training-test split.","Kearns, M. J.","In Advances in Neural Information Processing Systems 8,"
45189,http://ftp://theory.lcs.mit.edu/pub/people/danar/methods-ml.ps.gz,An experimental and theoretical comparison of model selection methods.,"Kearns, M. J., Mansour, Y., Ng, A. Y., and Ron, D.","In Proceedings of the Eighth ACM Conference on Computational Learning Theory,"
45189,http:///ki.cs.tu-berlin.de/~scheffer/papers/aaai-98-abstr.ps,An experimental and theoretical comparison of model selection methods.,"Kearns, M. J., Mansour, Y., Ng, A. Y., and Ron, D.","In Proceedings of the Eighth ACM Conference on Computational Learning Theory,"
45189,http:///www.cs.berkeley.edu/~ang/papers/colt-95.ps,An experimental and theoretical comparison of model selection methods.,"Kearns, M. J., Mansour, Y., Ng, A. Y., and Ron, D.","In Proceedings of the Eighth ACM Conference on Computational Learning Theory,"
45189,http:///www.cs.huji.ac.il/labs/learning/Papers/methods-colt95.ps.gz,An experimental and theoretical comparison of model selection methods.,"Kearns, M. J., Mansour, Y., Ng, A. Y., and Ron, D.","In Proceedings of the Eighth ACM Conference on Computational Learning Theory,"
45189,http:///www.math.tau.ac.il/~mansour/papers/97mlj.ps.gz,An experimental and theoretical comparison of model selection methods.,"Kearns, M. J., Mansour, Y., Ng, A. Y., and Ron, D.","In Proceedings of the Eighth ACM Conference on Computational Learning Theory,"
45199,http://ftp://ftp.cs.utexas.edu/pub/mooney/papers/assert-jaied-95.ps.Z,The problem of multiple comparisons.,"Tukey, J. W.",
45212,http://ftp://ftp.cs.umass.edu/pub/anw/pub/sutton/sutton-92b.ps.gz,Gain adaptation beats least squares.,R. S. Sutton.,"In Proceedings of the 7 th Yale Workshop on Adaptive and Learning Systems,"
45250,http:///www.cs.colostate.edu/~ftppub/TechReports/1996/tr96-105.ps.Z,Toward target verification through 3-d model-based sensor fusion.,"J. Ross Beveridge, Mark R. Stevens, and N. A. Schwickerath.",
45270,http:///www.cs.colostate.edu/~vision/ps/iuw94-coreg-wnums.ps.gz,Model to Multisensor Coregistration with Eight Degrees of Freedom.,Anthony N. A. Schwickerath and J. Ross Beveridge.,"In Proceedings: Image Understanding Workshop,"
45302,http:///www.cs.toronto.edu/~optas/papers/G-free-uniq.ps,The existence of uniquely G colourable graphs.,"D. Achlioptas, J.I. Brown, D.G. Corneil, and M.S.O. Molloy.",
45302,http:///www.research.microsoft.com/~optas/papers/G-free-uniq.ps,The existence of uniquely G colourable graphs.,"D. Achlioptas, J.I. Brown, D.G. Corneil, and M.S.O. Molloy.",
45338,http://ftp://ftp.cs.rochester.edu/pub/papers/systems/94.SUPERCOMPUTING.performance_prediction.ps.Z,Parallel performance prediction using lost cycles analysis.,Mark E. Crovella and Thomas J. LeBlanc.,"In Supercomputing \'94,"
45343,http://ftp://ftp.cc.gatech.edu/pub/coc/tech_reports/1994/GIT-CC-94-59.ps.Z,Architectural mechanisms for explicit communication in shared memory multiprocessors.,"U. Ramachandran, G. Shah, A. Sivasubramaniam, A. Singla, and I. Yanasak.",
45343,http:///www.cc.gatech.edu/computing/Architecture/papers/sc95.ps.gz,Architectural mechanisms for explicit communication in shared memory multiprocessors.,"U. Ramachandran, G. Shah, A. Sivasubramaniam, A. Singla, and I. Yanasak.",
45378,http:///www.cs.unc.edu/~dm/UNC/PHYSICS/Papers/baraff93.ps.gz,"Non-penetrating Rigid Body Simulation,","Baraff,D.,","Chapter 2, Eurographics 93 State of the Art Reports,"
45387,http:///www.cs.utah.edu/~jmh/Ma96.ps,"'Identifying mass parameters for gravity compensation and automatic torque sensor calibration,'","Ma, D., and Hollerbach, J.M.,","IEEE Intl. Conf. Robotics and Automation,"
45389,http:///www.cs.unc.edu/~billmark/SIG96paper.ps.Z,"Adding Force Feedback to Graphics Sy stems: Issues and Solutions',","William R. Mark, Scott C. Randolph, Mark Finch, James M. Van Verth, and Russell M. Taylor II,",
45389,http:///www.cs.unc.edu/~billmark/SIG96withfonts.ps.Z,"Adding Force Feedback to Graphics Sy stems: Issues and Solutions',","William R. Mark, Scott C. Randolph, Mark Finch, James M. Van Verth, and Russell M. Taylor II,",
45399,http:///www.cs.utah.edu/projects/alpha1/papers/thompson97a.ps.Z,Direct haptic rendering of sculptured models.,"T. V. Thompson, D. E. Johnson, and E. Cohen.","In Proc. Symp. on Interactive 3D Graphics,"
45402,http:///www.cs.cmu.edu/afs/cs.cmu.edu/user/ralf/pub/WWW/papers/tmi97.ps,Automated Dictionary Extraction for 'Knowledge-Free' Example-Based Translation.,R.D. Brown.,"In Proceedings of the Seventh International Conference on Theoretical and Methodological Issues in Machine Translation,"
45435,http:///www.cs.toronto.edu/~csc2532h/lp.ps.Z,Rules as actions: A situation calculus semantics for logic programs.,Fangzhen Lin and Ray Reiter.,
45465,http://file://theory.lcs.mit.edu/pub/people/segala/ioa_pa.ps.Z,A process algebraic view of I/O automata.,R. De Nicola and R. Segala.,
45481,http://ftp://theory.lcs.mit.edu/pub/tds/CONCUR93.ps.Z,"Quiescence, fairness, testing and the notion of implementation.",R. Segala.,"Proceedings of CONCUR 93, Hildesheim, Germany, volume 715 of Lecture Notes in Computer Science."
45482,http://ftp://theory.lcs.mit.edu/pub/tds/CAV93.ps.gz,"Computer-assisted simulation proofs. In Costas Courcoubetis, editor,","Jtrgen F. Stgaard-Andersen, Stephen J. Garland, John V. Guttag, Nancy A. Lynch, and Anna Pogosyants.","Computer Aided Verification: Fifth International Conference, CAV\'93, volume 697 of Lecture Notes in Computer Science,"
45514,http://ftp://ftp.cs.washington.edu/tr/1993/06/UW-CSE-93-06-05.PS.Z,"Benchmarks, test beds, controlled experimentation, and the design of agent architectures.","S. Hanks, M. Pollack, and P. Cohen.",
45533,http://ftp://synapse.cs.byu.edu/pub/papers/martinez_94a.ps,Priority ASOCS.,"T. R. Martinez, D. M. Campbell, and B. W. Hughes.",
45537,http://ftp://axon.cs.byu.edu/pub/papers/wilson.annes93.mult.ps,"Prototype Styles of Generalization,","Wilson, D. Randall,",
45537,http://ftp://synapse.cs.byu.edu/pub/papers/wilson.annes93.mult.ps,"Prototype Styles of Generalization,","Wilson, D. Randall,",
45568,http:///www.cs.washington.edu/homes/thu/papers/workload-charac.ipps.ps,Parallel application characterization for multiprocessor scheduling policy design.,"T.D. Nguyen, R. Vaswani, and J. Zahorjan.","In Proceedings of IPPS \'96 Workshop on Job Scheduling Strategies for Parallel Processing,"
45599,http://file://ftp.cs.utexas.edu/pub/neural-nets/papers/law.grounding.ps.Z,Grounding robotic control with genetic neural net-works.,"Law, D., and Miikkulainen, R.",
45603,http://file://ftp.cs.utexas.edu/pub/neural-nets/papers/moriarty.diss.tr257.ps.Z,Symbiotic Evolution of Neural Networks in Sequential Decision Tasks.,David E. Moriarty.,
45603,http:///www.isi.edu/~moriarty/papers/moriarty.diss.tr257.ps.gz,Symbiotic Evolution of Neural Networks in Sequential Decision Tasks.,David E. Moriarty.,
45605,http://ftp://kant.irmkant.rm.cnr.it/pub/econets/nolfi.learn-evo.ps.Z,"'Learning and evolution in neural networks,'","S. Nolfi, J. Elman, and D. Parisi,","Adaptive Behavior,"
45606,http://ftp://kant.irmkant.rm.cnr.it/pub/econets/nolfi.evo-teach.ps.Z,Good teaching inputs do not correspond to desired responses in ecological neural networks.,"Nolfi, S., and Parisi, D.",
45607,http://ftp://kant.irmkant.rm.cnr.it/pub/econets/nolfi.changing.ps.Z,Learning to adapt to changing environments in evolving neural networks.,S. Nolfi and D. Parisi.,
45660,http:///www.cri.ensmp.fr/doc/A-264.ps.Z,Compilation of I/O communications for HPF.,Fabien Coelho.,"In 5th Symposium on the Frontiers of Massively Parallel Computation,"
45662,http:///www.cri.ensmp.fr/doc/A-272.ps.Z,Array Region Analyses and Applications.,Beatrice Creusillet.,
45662,http:///www.cri.ensmp.fr/doc/A-290.ps.Z,Array Region Analyses and Applications.,Beatrice Creusillet.,
45663,http:///www.cri.ensmp.fr/doc/A-270.ps.Z,Interprocedural array region analyses.,B. Creusillet and F. Irigoin.,In Proceedings of the 8th International Workshop on Languages and Compilers for Parallel Computing.
45663,http:///www.cri.ensmp.fr/doc/A-282.ps.Z,Interprocedural array region analyses.,B. Creusillet and F. Irigoin.,In Proceedings of the 8th International Workshop on Languages and Compilers for Parallel Computing.
45663,http:///www.cri.ensmp.fr/doc/A-303.ps.gz,Interprocedural array region analyses.,B. Creusillet and F. Irigoin.,In Proceedings of the 8th International Workshop on Languages and Compilers for Parallel Computing.
45674,http://ftp://softlib.rice.edu/pub/CRPC-TRs/reports/CRPC-TR93338.ps,Advanced compilation techniques for fortran d.,"Semma Hirannandani, Ken Kennedy, John Mellor-Crummey, and Ajay Sethi.",
45674,http://ftp://softlib.rice.edu/pub/CRPC-TRs/reports/CRPC-TR93338.ps.gz,Advanced compilation techniques for fortran d.,"Semma Hirannandani, Ken Kennedy, John Mellor-Crummey, and Ajay Sethi.",
45678,http://ftp://softlib.rice.edu/pub/CRPC-TRs/reports/CRPC-TR94497-S.ps.gz,Efficient Address Generation for Block-Cyclic Distributions.,"Ken Kennedy, Nenad Nedeljkovic, and Ajay Sethi.",
45678,http:///www.cs.rice.edu:80/~nenad/ics95.ps.gz,Efficient Address Generation for Block-Cyclic Distributions.,"Ken Kennedy, Nenad Nedeljkovic, and Ajay Sethi.",
45678,http:///www.cs.rice.edu:80/~nenad/lcr95.ps.gz,Efficient Address Generation for Block-Cyclic Distributions.,"Ken Kennedy, Nenad Nedeljkovic, and Ajay Sethi.",
45712,http:///pine.cs.yale.edu:4201/home/stoc93.ps,On-line machine scheduling with applications to load balancing and virtual circuit routing.,"J.Aspenes, Y.Azar, A.Fiat, S.Plotkin, and O.Waarts.","Proc. 23rd Annual ACM Symposium on Theory of Computing,"
45732,http:///www.cs.cmu.edu/afs/cs.cmu.edu/project/phrensy/pub/papers/MaggsS92.ps,Simple algorithms for routing on butterfly networks with bounded queues.,B. Maggs and R. Sitaraman.,"In Proceedings of the Twenty Fourth Annual ACM Symposium on Theory of Computing,"
45732,http:///www.cs.cmu.edu/afs/cs.cmu.edu/project/phrensy/pub/papers/compressed/MaggsS92.ps.gz,Simple algorithms for routing on butterfly networks with bounded queues.,B. Maggs and R. Sitaraman.,"In Proceedings of the Twenty Fourth Annual ACM Symposium on Theory of Computing,"
45732,http:///www.cs.umass.edu/~ramesh/Pub/MaggsS92.ps,Simple algorithms for routing on butterfly networks with bounded queues.,B. Maggs and R. Sitaraman.,"In Proceedings of the Twenty Fourth Annual ACM Symposium on Theory of Computing,"
45732,http:///www.ri.cmu.edu/afs/cs.cmu.edu/project/phrensy/pub/papers/MaggsS92.ps,Simple algorithms for routing on butterfly networks with bounded queues.,B. Maggs and R. Sitaraman.,"In Proceedings of the Twenty Fourth Annual ACM Symposium on Theory of Computing,"
45793,http:///www.stat.washington.edu:80/tech.reports/tr303.ps,"'Rate of increase,","Zeh, J.E., George, J.C., Raftery, A.E. and Carroll, G.M.",
45797,http://ftp://ftp.cs.wisc.edu/tech-reports/reports/93/tr1152.ps.Z,"M.K. Vernon, 'Response time bounds for parallel processor allocation policies,'","R. Agrawal, R.K. Mansharamani,",
45797,http:///www.cs.wisc.edu/~fischer/ftp/pub/tech-reports/ncstrl.uwmadison/CS-TR-93-1152/CS-TR-93-1152.ps.Z,"M.K. Vernon, 'Response time bounds for parallel processor allocation policies,'","R. Agrawal, R.K. Mansharamani,",
45830,http:///www.cs.pitt.edu/~moir/Papers/moir-anderson-scp95.ps,"Wait-free algorithms for fast, long-lived renaming.",M. Moir and J. Anderson.,"Science of Computer Programming,"
45830,http:///www.cs.unc.edu/~anderson/papers/scp95.ps.Z,"Wait-free algorithms for fast, long-lived renaming.",M. Moir and J. Anderson.,"Science of Computer Programming,"
45834,http:///www.cs.pitt.edu/~moir/Papers/buhrman-garay-hoepman-moir-podc95.ps,"Fast, long-lived renaming.","Moir, M., and Anderson, J. H.","In 8th Int. Workshop on Distributed Algorithms (Terschelling,"
45837,http:///www.cs.brown.edu/people/mph/stoc93.ps,The asynchronous computability theorem for t-resilient tasks.,Maurice P. Herlihy and Nir Shavit.,"In Proceedings of the 25th ACM Symposium on Theory of Computing,"
